Wardcode,YearendingMar2000,YearendingJun2000,YearendingSep2000,YearendingDec2000,YearendingMar2001,YearendingJun2001,YearendingSep2001,YearendingDec2001,YearendingMar2002,YearendingJun2002,YearendingSep2002,YearendingDec2002,YearendingMar2003,YearendingJun2003,YearendingSep2003,YearendingDec2003,YearendingMar2004,YearendingJun2004,YearendingSep2004,YearendingDec2004,YearendingMar2005,YearendingJun2005,YearendingSep2005,YearendingDec2005,YearendingMar2006,YearendingJun2006,YearendingSep2006,YearendingDec2006,YearendingMar2007,YearendingJun2007,YearendingSep2007,YearendingDec2007,YearendingMar2008,YearendingJun2008,YearendingSep2008,YearendingDec2008,YearendingMar2009,YearendingJun2009,YearendingSep2009,YearendingDec2009,YearendingMar2010,YearendingJun2010,YearendingSep2010,YearendingDec2010,YearendingMar2011,YearendingJun2011,YearendingSep2011,YearendingDec2011,YearendingMar2012,YearendingJun2012,YearendingSep2012,YearendingDec2012,YearendingMar2013,YearendingJun2013,YearendingSep2013,YearendingDec2013,YearendingMar2014,YearendingJun2014,YearendingSep2014,YearendingDec2014,YearendingMar2015,YearendingJun2015,YearendingSep2015,YearendingDec2015,YearendingMar2016,YearendingJun2016,YearendingSep2016,YearendingDec2016,YearendingMar2017,YearendingJun2017,YearendingSep2017,YearendingDec2017,YearendingMar2018,YearendingJun2018,YearendingSep2018,YearendingDec2018,YearendingMar2019,YearendingJun2019,YearendingSep2019,YearendingDec2019
E05006562,128975.0,134000.0,144000.0,145000.0,153000.0,152000.0,154000.0,159000.0,160000.0,170000.0,179950.0,190000.0,206600.0,216750.0,215000.0,210000.0,208500.0,210000.0,215000.0,225000.0,227250.0,237000.0,244500.0,236000.0,233000.0,235000.0,234750.0,233500.0,238975.0,242500.0,249500.0,250000.0,260000.0,250000.0,250000.0,249475.0,235000.0,231500.0,250000.0,250000.0,261250.0,265000.0,265000.0,265000.0,265000.0,283750.0,270000.0,276125.0,270000.0,272500.0,282500.0,280000.0,290000.0,281250.0,270000.0,275000.0,281250.0,290000.0,315000.0,334225.0,340500.0,349000.0,362000.0,361000.0,375000.0,385000.0,395000.0,411000.0,425000.0,437000.0,441000.0,423500.0,422500.0,412500.0,410000.0,425000.0,440000.0,434000.0,425000.0,390000.0
E05006563,112000.0,125000.0,127500.0,135000.0,127500.0,128000.0,128000.0,128000.0,137750.0,146375.0,148250.0,148250.0,162500.0,155000.0,174000.0,180000.0,193000.0,210500.0,210500.0,210000.0,199500.0,197000.0,184000.0,196000.0,211000.0,207750.0,207750.0,210000.0,201950.0,195000.0,227500.0,230000.0,250000.0,280000.0,250000.0,238500.0,233750.0,215500.0,218000.0,219995.0,219995.0,217500.0,220000.0,212500.0,212500.0,212500.0,220000.0,241250.0,245000.0,245000.0,227500.0,265000.0,260000.0,264975.0,263000.0,257000.0,248000.0,269000.0,255500.0,250000.0,260000.0,266000.0,267500.0,274250.0,280500.0,321500.0,350000.0,307000.0,350000.0,325000.0,360000.0,370000.0,322500.0,346250.0,362000.0,366250.0,375000.0,375000.0,342500.0,345000.0
E05006564,127500.0,134750.0,142000.0,150000.0,150000.0,169500.0,172000.0,172500.0,175000.0,178000.0,200250.0,210000.0,220000.0,231000.0,234500.0,237000.0,239450.0,238975.0,237000.0,249950.0,240000.0,222500.0,248750.0,250000.0,255500.0,289000.0,287800.0,289500.0,300000.0,296300.0,300000.0,300000.0,311000.0,325000.0,275000.0,275000.0,275000.0,250000.0,286250.0,287500.0,292500.0,292500.0,334000.0,352000.0,377475.0,375000.0,350000.0,320000.0,310000.0,340000.0,321000.0,359000.0,360000.0,360000.0,354000.0,341000.0,372944.0,365000.0,412789.0,425000.0,421750.0,450000.0,467500.0,475500.0,480000.0,492500.0,477500.0,475000.0,468250.0,475000.0,475000.0,450000.0,450000.0,450000.0,488500.0,498500.0,525000.0,525000.0,525000.0,581000.0
E05006565,227500.0,213000.0,245000.0,249950.0,250000.0,272500.0,289250.0,315000.0,300975.0,302000.0,300000.0,310000.0,350000.0,382500.0,385000.0,387920.0,410000.0,352500.0,335000.0,340000.0,345000.0,380000.0,392500.0,389250.0,350000.0,345000.0,355000.0,365000.0,385000.0,389500.0,386000.0,395000.0,371500.0,383000.0,420000.0,432500.0,425000.0,470000.0,445000.0,487000.0,499050.0,498100.0,498550.0,475000.0,495000.0,520000.0,510000.0,522000.0,500000.0,500000.0,550000.0,625000.0,625000.0,622500.0,625000.0,550000.0,585944.0,575000.0,635000.0,650000.0,712500.0,725000.0,900000.0,910000.0,820000.0,800000.0,600000.0,585000.0,561250.0,525000.0,625000.0,600000.0,625000.0,675000.0,750000.0,757500.0,765000.0,815000.0,866000.0,767500.0
E05006566,140000.0,146000.0,156000.0,160000.0,160000.0,165000.0,180000.0,184125.0,184750.0,185000.0,185000.0,185500.0,208000.0,235000.0,252395.0,250000.0,247000.0,227500.0,240000.0,245000.0,249900.0,250000.0,250000.0,267750.0,268000.0,269000.0,277500.0,287500.0,289000.0,297000.0,330000.0,330000.0,350000.0,335000.0,308750.0,306250.0,270000.0,245500.0,250000.0,264000.0,281500.0,279975.0,279975.0,281500.0,301250.0,322500.0,340000.0,331250.0,340000.0,341500.0,345000.0,344000.0,345000.0,325000.0,330000.0,338500.0,340000.0,354750.0,367000.0,385000.0,385000.0,385000.0,440000.0,475000.0,475000.0,475000.0,475000.0,495000.0,493000.0,532500.0,500000.0,500000.0,502500.0,507500.0,520000.0,470000.0,480000.0,480000.0,463000.0,460000.0
E05006567,165000.0,175000.0,188250.0,190000.0,190000.0,180000.0,185250.0,199975.0,220000.0,250000.0,275500.0,275000.0,290000.0,295000.0,327500.0,305000.0,325000.0,320000.0,290000.0,296300.0,292000.0,294150.0,304300.0,301800.0,295000.0,295000.0,295000.0,312500.0,320000.0,329975.0,360000.0,412500.0,440000.0,469460.0,520000.0,459730.0,425000.0,425000.0,352500.0,310000.0,327500.0,330375.0,367500.0,445000.0,445000.0,462500.0,441000.0,397000.0,388750.0,383750.0,420000.0,490000.0,515000.0,547500.0,563000.0,565000.0,569625.0,577500.0,598000.0,622500.0,695000.0,650000.0,645000.0,635000.0,680000.0,715500.0,762500.0,775000.0,792500.0,792500.0,810000.0,813750.0,813750.0,700000.0,715000.0,712000.0,680000.0,730000.0,740250.0,753500.0
E05006568,141250.0,151000.0,160000.0,162500.0,175000.0,175000.0,175000.0,175000.0,175000.0,177500.0,200000.0,210000.0,220000.0,238000.0,242000.0,250000.0,250000.0,261575.0,280000.0,290500.0,295000.0,295000.0,296500.0,276500.0,275000.0,265000.0,260250.0,264000.0,285000.0,290000.0,289500.0,295000.0,291250.0,292500.0,310000.0,297500.0,280000.0,280000.0,296000.0,291000.0,295000.0,300000.0,295750.0,300000.0,315000.0,321750.0,335000.0,380000.0,349500.0,346000.0,330000.0,323000.0,325000.0,325000.0,342500.0,350000.0,375000.0,400000.0,422255.0,433500.0,450000.0,477500.0,495000.0,537000.0,518000.0,500000.0,518000.0,535000.0,598000.0,595000.0,614000.0,625000.0,630000.0,620000.0,585000.0,615000.0,587000.0,595000.0,589500.0,543500.0
E05009733,149950.0,163750.0,173500.0,179950.0,183500.0,178725.0,175000.0,175000.0,171250.0,185000.0,194000.0,194000.0,215000.0,223500.0,225000.0,232000.0,229250.0,220000.0,220000.0,236000.0,232000.0,245000.0,250000.0,249995.0,245750.0,250000.0,265000.0,275000.0,275000.0,290000.0,296500.0,299950.0,310000.0,299950.0,315000.0,277500.0,260000.0,280000.0,280000.0,292500.0,295000.0,315000.0,300000.0,270000.0,275000.0,270000.0,274550.0,335000.0,325000.0,317500.0,311935.0,295000.0,294950.0,310935.0,336000.0,327000.0,325000.0,318000.0,310000.0,305000.0,315000.0,325000.0,356500.0,369950.0,375000.0,385000.0,366875.0,370000.0,365000.0,375000.0,415000.0,415750.0,415000.0,400000.0,397500.0,412500.0,410000.0,418975.0,429950.0,433000.0
E05009734,71500.0,79950.0,87000.0,95500.0,95500.0,90000.0,93000.0,90000.0,95500.0,108950.0,134250.0,137975.0,149500.0,147000.0,131500.0,170500.0,186225.0,177475.0,168725.0,159000.0,152500.0,179250.0,180500.0,165250.0,179995.0,160000.0,161000.0,170000.0,168500.0,174000.0,180000.0,192000.0,199950.0,199975.0,199975.0,212500.0,218750.0,281250.0,235000.0,232500.0,207500.0,207500.0,246250.0,246250.0,269500.0,266000.0,196500.0,237000.0,211000.0,235000.0,271500.0,193000.0,239000.0,193000.0,242500.0,264000.0,248000.0,285000.0,240000.0,240000.0,234975.0,234975.0,247000.0,240000.0,244000.0,250000.0,250000.0,260000.0,275000.0,284750.0,301750.0,301750.0,370000.0,286250.0,365000.0,307500.0,307500.0,307500.0,265000.0,266000.0
E05009735,130000.0,145000.0,147000.0,154950.0,155000.0,167000.0,160250.0,147500.0,147250.0,147750.0,174500.0,188000.0,190000.0,211500.0,230000.0,209000.0,211500.0,209000.0,204000.0,211000.0,230000.0,239950.0,259725.0,259975.0,250000.0,249500.0,271750.0,266750.0,277000.0,290000.0,288750.0,325000.0,305750.0,275000.0,267500.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,249975.0,244225.0,249950.0,312500.0,289120.0,320000.0,281595.0,267500.0,265000.0,267500.0,282000.0,270000.0,273750.0,260000.0,278500.0,290000.0,295250.0,303998.0,286250.0,295000.0,282000.0,330000.0,372500.0,372500.0,375000.0,395000.0,411000.0,408500.0,370000.0,342500.0,342500.0,332500.0,345500.0,351000.0,375000.0,386250.0,389750.0,361500.0,341000.0
E05009736,130000.0,138000.0,146750.0,147000.0,149000.0,146000.0,149250.0,154000.0,157500.0,165500.0,185000.0,190000.0,200000.0,202000.0,202000.0,223250.0,227500.0,230000.0,235000.0,226500.0,225000.0,233725.0,238000.0,271500.0,268225.0,246000.0,246000.0,245000.0,250000.0,279000.0,272500.0,280000.0,275000.0,270000.0,286000.0,291250.0,283750.0,256500.0,250000.0,247000.0,250000.0,250000.0,250000.0,275000.0,275000.0,275000.0,258000.0,250000.0,250000.0,267500.0,270000.0,257500.0,267000.0,270000.0,270000.0,279950.0,265000.0,265000.0,280000.0,297500.0,330000.0,364500.0,350000.0,345000.0,342500.0,338750.0,348000.0,352500.0,371000.0,375000.0,385000.0,399000.0,400000.0,415000.0,410000.0,410000.0,414000.0,414500.0,415000.0,418995.0
E05011701,153750.0,150000.0,157500.0,178000.0,175000.0,185000.0,185000.0,191750.0,198000.0,215000.0,218975.0,223500.0,240000.0,242000.0,249950.0,249973.0,249950.0,249950.0,249950.0,249950.0,250000.0,264000.0,250000.0,250000.0,250000.0,268500.0,269225.0,280000.0,291250.0,300000.0,336250.0,315500.0,296750.0,290000.0,273750.0,268000.0,276000.0,267500.0,275200.0,284000.0,282000.0,316250.0,307500.0,295000.0,307500.0,296500.0,348000.0,355000.0,355000.0,345000.0,330000.0,330000.0,335000.0,350000.0,350000.0,349950.0,337751.0,320750.0,323250.0,335251.0,347500.0,377500.0,380625.0,379000.0,388750.0,377000.0,383750.0,371250.0,377500.0,377500.0,368975.0,354000.0,351000.0,349950.0,350000.0,355000.0,355000.0,355000.0,360000.0,360000.0
E05011702,85000.0,89725.0,94500.0,96500.0,98100.0,103500.0,106000.0,108975.0,115000.0,121500.0,130000.0,134950.0,137950.0,143000.0,147500.0,148500.0,148000.0,150000.0,154950.0,159950.0,163000.0,165000.0,164950.0,165000.0,164950.0,166250.0,169950.0,173000.0,180000.0,186000.0,189950.0,194500.0,197000.0,196000.0,198500.0,192000.0,187000.0,183500.0,180000.0,175000.0,180500.0,185000.0,189475.0,188000.0,186750.0,186500.0,185000.0,187000.0,187750.0,188500.0,187000.0,187500.0,187500.0,192500.0,195000.0,199475.0,203750.0,210500.0,217750.0,225000.0,228000.0,235000.0,240000.0,250000.0,256750.0,260000.0,262500.0,265000.0,268998.0,268975.0,270000.0,273475.0,273975.0,273000.0,273000.0,274000.0,270000.0,275000.0,269995.0,276000.0
E05011703,85000.0,89973.0,94000.0,96000.0,99975.0,100000.0,111000.0,114750.0,117975.0,125000.0,134950.0,142500.0,145000.0,148000.0,149475.0,150000.0,154000.0,159000.0,167000.0,169995.0,169998.0,168000.0,170625.0,173000.0,175000.0,179950.0,180000.0,181000.0,183750.0,189950.0,200500.0,210000.0,222750.0,223000.0,220000.0,205000.0,192250.0,185000.0,175000.0,185000.0,188500.0,200000.0,205000.0,205000.0,205000.0,206500.0,208000.0,208000.0,207500.0,204000.0,205000.0,204500.0,206000.0,210000.0,216000.0,217250.0,223500.0,230000.0,231250.0,247000.0,248000.0,250000.0,255000.0,260000.0,270000.0,280000.0,285000.0,302000.0,302000.0,310000.0,302500.0,295000.0,295000.0,295000.0,291000.0,290000.0,290000.0,294500.0,300000.0,304000.0
E05009740,93500.0,97750.0,97000.0,104000.0,100500.0,99000.0,114000.0,118250.0,125995.0,132000.0,140000.0,140000.0,145000.0,151750.0,160000.0,162000.0,160000.0,161000.0,165000.0,165000.0,168000.0,169950.0,171000.0,174000.0,173500.0,181475.0,193000.0,191125.0,197000.0,199950.0,204950.0,206450.0,210000.0,210725.0,207950.0,209000.0,195950.0,183750.0,181000.0,189950.0,197000.0,206000.0,208000.0,210000.0,198250.0,185000.0,185000.0,195000.0,202750.0,215000.0,225000.0,236000.0,238000.0,227495.0,235000.0,227000.0,230000.0,244000.0,250000.0,261000.0,266000.0,277000.0,277000.0,285000.0,290000.0,294750.0,296000.0,300000.0,300000.0,302000.0,310000.0,311000.0,312000.0,300000.0,292500.0,295000.0,287000.0,285000.0,285000.0,292000.0
E05011704,172000.0,176500.0,182750.0,205000.0,231180.0,245000.0,299800.0,312500.0,265000.0,298250.0,249675.0,249950.0,267500.0,299000.0,307500.0,317500.0,331250.0,315000.0,325000.0,335539.0,335539.0,382500.0,345500.0,325000.0,302000.0,300000.0,320000.0,325000.0,352500.0,343250.0,374900.0,398750.0,440000.0,519975.0,620000.0,620000.0,525000.0,525000.0,487500.0,490000.0,500000.0,455000.0,455000.0,440000.0,443250.0,415000.0,370000.0,416590.0,360000.0,423975.0,449000.0,439000.0,449000.0,440000.0,375000.0,395000.0,442500.0,417500.0,492500.0,490000.0,425000.0,470000.0,452500.0,395000.0,455000.0,505000.0,480000.0,492500.0,480000.0,533333.0,542667.0,536667.0,535000.0,490000.0,434950.0,450000.0,450000.0,450000.0,499975.0,527500.0
E05009742,133000.0,157500.0,161250.0,197500.0,166000.0,160000.0,186000.0,190000.0,203500.0,200000.0,216250.0,201275.0,222500.0,240000.0,247250.0,280000.0,247500.0,245000.0,247750.0,273750.0,276500.0,275000.0,276250.0,250000.0,270000.0,312500.0,312500.0,325000.0,354500.0,335000.0,330000.0,337500.0,323500.0,320000.0,295000.0,285500.0,270500.0,245000.0,234000.0,236000.0,280000.0,329000.0,373000.0,371500.0,357750.0,338000.0,344000.0,307500.0,250000.0,300000.0,315000.0,319000.0,320000.0,327500.0,325000.0,322500.0,322500.0,302500.0,350475.0,365000.0,365000.0,370000.0,365000.0,380000.0,385000.0,390000.0,390000.0,411500.0,450000.0,450000.0,400000.0,400000.0,395000.0,400000.0,441000.0,419000.0,427000.0,448725.0,447500.0,470000.0
E05009743,194000.0,195750.0,207500.0,195000.0,197500.0,235000.0,245000.0,245000.0,270000.0,282500.0,292500.0,298750.0,290000.0,290000.0,272500.0,275000.0,275000.0,275000.0,294500.0,300000.0,357500.0,337500.0,375000.0,375000.0,373750.0,375000.0,340000.0,334000.0,325000.0,327500.0,360000.0,347500.0,350000.0,335000.0,350000.0,380000.0,430000.0,420000.0,356250.0,320000.0,373750.0,370000.0,400000.0,400000.0,389250.0,440000.0,387000.0,420000.0,451600.0,451600.0,445250.0,449750.0,430000.0,440000.0,435000.0,440000.0,441000.0,451500.0,487000.0,499950.0,470000.0,455000.0,456000.0,477500.0,487222.0,525000.0,512500.0,500000.0,562500.0,565000.0,625000.0,626500.0,620250.0,625500.0,610000.0,610000.0,630000.0,640000.0,636250.0,615000.0
E05011705,195000.0,200000.0,225000.0,249975.0,239950.0,240000.0,225000.0,225000.0,241250.0,242500.0,245000.0,248500.0,246000.0,275000.0,275000.0,303000.0,304500.0,297000.0,312500.0,299950.0,300000.0,300000.0,305000.0,310000.0,318500.0,313000.0,310000.0,299950.0,310000.0,320000.0,329950.0,363750.0,351725.0,365000.0,368000.0,317000.0,331000.0,324000.0,317000.0,375000.0,367500.0,340000.0,345000.0,327000.0,350000.0,355000.0,378500.0,450000.0,451250.0,450000.0,400000.0,350000.0,347500.0,325000.0,342500.0,392000.0,382500.0,380000.0,390000.0,388500.0,415000.0,435000.0,440000.0,460000.0,425000.0,411000.0,427500.0,435000.0,450000.0,455000.0,485000.0,465000.0,452500.0,445000.0,445000.0,416500.0,430000.0,451500.0,469995.0,449995.0
E05012853,170000.0,177000.0,188000.0,198250.0,208000.0,228788.0,228750.0,235500.0,236000.0,237000.0,241000.0,240000.0,247500.0,245000.0,250000.0,254000.0,262000.0,270000.0,285000.0,295000.0,295000.0,295000.0,289000.0,289000.0,295000.0,295000.0,325000.0,326000.0,335000.0,375000.0,375000.0,395000.0,385000.0,370000.0,380000.0,375000.0,345000.0,373000.0,345000.0,334000.0,335000.0,352500.0,360000.0,366000.0,400000.0,362817.0,360000.0,349000.0,349475.0,380000.0,400000.0,410000.0,390000.0,385000.0,378000.0,385000.0,410000.0,400000.0,399950.0,406000.0,399950.0,421645.0,440000.0,440000.0,460925.0,480000.0,500000.0,535000.0,565000.0,551551.0,555000.0,542000.0,500000.0,547500.0,549950.0,571250.0,569975.0,565975.0,575000.0,570000.0
E05011707,248725.0,249950.0,249975.0,260000.0,240000.0,267500.0,265000.0,270000.0,297500.0,269500.0,332500.0,341500.0,336500.0,330000.0,338000.0,355000.0,355000.0,361250.0,345000.0,347000.0,332500.0,440000.0,472500.0,440000.0,475000.0,395000.0,397500.0,422500.0,399950.0,434000.0,439000.0,434000.0,470000.0,490000.0,542000.0,522500.0,489250.0,370000.0,343500.0,390000.0,390000.0,425000.0,446225.0,425000.0,437475.0,452500.0,440000.0,460000.0,481250.0,454975.0,446000.0,460500.0,420000.0,405000.0,440000.0,447500.0,466000.0,480000.0,595100.0,540000.0,589000.0,600600.0,615000.0,630000.0,620000.0,617500.0,606000.0,615500.0,650000.0,621000.0,622000.0,626000.0,687000.0,684000.0,693000.0,711000.0,693000.0,690000.0,665000.0,651250.0
E05011708,132248.0,156500.0,159500.0,180000.0,200000.0,195000.0,195000.0,179950.0,185000.0,190500.0,210000.0,224500.0,223000.0,216750.0,235000.0,240000.0,246750.0,245000.0,233500.0,242000.0,247975.0,250000.0,250000.0,250000.0,244950.0,250000.0,280000.0,294975.0,305000.0,312000.0,320000.0,335000.0,325000.0,325000.0,318000.0,305000.0,295000.0,312500.0,300000.0,300000.0,311629.0,318000.0,332500.0,352500.0,342500.0,350000.0,297000.0,305000.0,365000.0,300000.0,313000.0,285000.0,285000.0,297500.0,308383.0,350000.0,319950.0,350000.0,350000.0,316250.0,360000.0,360000.0,370000.0,377500.0,385000.0,397500.0,370000.0,388750.0,405000.0,411750.0,425000.0,408000.0,406500.0,405000.0,421250.0,426250.0,467000.0,485000.0,465000.0,470000.0
